session_id,user_id,timestamp,traffic_source,device,pageviews,session_duration_seconds,bounce,conversion,events_count
sess_4493,user_940,2024-01-01 09:41:00,paid,mobile,4,365.82119886139725,0,0,1
sess_8717,user_1029,2024-01-01 10:58:00,social,mobile,7,182.81088622332683,0,0,4
sess_7825,user_3220,2024-01-01 12:02:00,paid,mobile,7,231.69544664503482,0,0,4
sess_11785,user_1562,2024-01-01 13:04:00,direct,desktop,4,553.6949018565226,0,0,1
sess_3440,user_4555,2024-01-01 13:38:00,organic,desktop,8,30.359934602735724,0,1,3
sess_15003,user_4598,2024-01-01 13:46:00,paid,tablet,3,1019.9185882329405,1,0,2
sess_10247,user_4038,2024-01-01 14:07:00,organic,mobile,6,329.0911508148971,1,0,4
sess_3905,user_1694,2024-01-01 14:18:00,organic,mobile,9,84.39611588259338,1,0,1
sess_5456,user_2849,2024-01-01 14:27:00,organic,desktop,3,1718.413783570429,0,0,3
sess_145,user_4989,2024-01-01 14:34:00,organic,desktop,5,369.3606467085081,1,1,2
sess_12751,user_3941,2024-01-01 15:19:00,direct,desktop,4,83.54397267202499,0,0,4
sess_8597,user_4136,2024-01-01 15:28:00,organic,desktop,10,217.25917336518557,0,0,2
sess_18970,user_4308,2024-01-01 15:49:00,social,mobile,3,245.94912313656872,0,0,3
sess_10583,user_2847,2024-01-01 15:58:00,organic,desktop,5,694.4388767918306,0,0,0
sess_5041,user_2802,2024-01-01 16:30:00,organic,mobile,4,56.71297289147766,1,0,2
sess_11961,user_2457,2024-01-01 17:18:00,paid,tablet,5,1050.905407634529,0,0,5
sess_17837,user_4129,2024-01-01 17:55:00,organic,desktop,4,26.176472486383254,1,1,3
sess_15376,user_3225,2024-01-01 18:01:00,paid,desktop,4,312.8931723884214,1,0,1
sess_13532,user_1436,2024-01-01 18:33:00,social,mobile,3,58.36139416676894,0,0,2
sess_226,user_3826,2024-01-01 19:11:00,paid,mobile,3,223.8002973019563,0,0,2
sess_17467,user_1722,2024-01-01 20:35:00,organic,tablet,5,51.331389752497415,0,0,4
sess_14283,user_1724,2024-01-01 21:15:00,paid,mobile,6,271.80327969069054,0,1,5
sess_12659,user_4423,2024-01-01 21:35:00,organic,desktop,5,808.7898363909301,0,0,3
sess_15286,user_196,2024-01-01 21:43:00,referral,desktop,5,99.97838259765406,0,0,0
sess_15479,user_1910,2024-01-01 21:59:00,organic,tablet,5,14.132511656329456,0,0,6
sess_18484,user_1950,2024-01-01 22:05:00,social,desktop,8,301.0335935671167,1,0,4
sess_19651,user_1548,2024-01-01 22:08:00,organic,mobile,3,426.8759332801962,1,0,3
sess_15785,user_524,2024-01-01 22:13:00,social,mobile,4,280.9011701212496,1,0,1
sess_6212,user_3825,2024-01-01 22:32:00,organic,desktop,8,20.59005434127399,0,0,2
sess_11939,user_2547,2024-01-01 22:34:00,organic,mobile,4,282.49447468076806,1,0,3
sess_932,user_1537,2024-01-01 22:34:00,organic,desktop,6,197.08819980174198,0,0,3
sess_204,user_2707,2024-01-01 22:36:00,organic,mobile,6,131.09777340425828,0,1,3
sess_5492,user_905,2024-01-01 23:40:00,organic,desktop,6,407.6411758044486,0,0,2
sess_110,user_4175,2024-01-02 00:04:00,organic,mobile,7,580.2366969222264,0,0,3
sess_4699,user_3251,2024-01-02 00:22:00,organic,desktop,7,375.7962886772821,0,0,5
sess_1568,user_3167,2024-01-02 00:37:00,paid,mobile,9,488.886452937202,0,1,4
sess_9320,user_3890,2024-01-02 01:29:00,paid,desktop,6,165.6916606460464,1,0,5
sess_3827,user_404,2024-01-02 01:51:00,social,desktop,4,713.5764985623425,0,0,4
sess_7791,user_2084,2024-01-02 01:56:00,paid,desktop,5,27.174916610313073,0,0,3
sess_18801,user_4197,2024-01-02 02:08:00,paid,mobile,5,156.38842531331807,1,0,3
sess_19543,user_3132,2024-01-02 02:16:00,organic,mobile,6,349.48745974220617,0,1,4
sess_11686,user_2360,2024-01-02 02:44:00,direct,mobile,8,577.7308299664104,1,0,5
sess_17566,user_4072,2024-01-02 02:45:00,organic,mobile,6,119.7829255168344,0,0,5
sess_9091,user_3066,2024-01-02 02:49:00,paid,desktop,6,435.2451404474813,1,0,4
sess_10342,user_2208,2024-01-02 03:17:00,organic,desktop,7,843.8537006434136,1,0,4
sess_18644,user_2055,2024-01-02 03:32:00,social,tablet,3,594.387472321021,1,0,4
sess_15671,user_1942,2024-01-02 03:35:00,organic,desktop,7,361.8980922892401,1,0,2
sess_16352,user_615,2024-01-02 03:54:00,organic,tablet,8,408.1138156110534,0,0,7
sess_16074,user_1350,2024-01-02 04:01:00,paid,mobile,6,325.8007198983598,0,0,3
sess_5086,user_4307,2024-01-02 04:11:00,organic,desktop,13,225.2311969565779,0,0,3
sess_3126,user_4864,2024-01-02 04:55:00,paid,desktop,7,227.95633373391826,1,0,5
sess_16608,user_733,2024-01-02 06:35:00,direct,mobile,4,511.5852878536667,1,1,5
sess_131,user_2787,2024-01-02 06:46:00,organic,mobile,6,115.79426041622007,1,0,5
sess_13407,user_4891,2024-01-02 06:58:00,referral,mobile,9,287.81073169482056,1,0,1
sess_7578,user_4688,2024-01-02 07:01:00,paid,mobile,5,64.09055898815754,0,0,7
sess_14352,user_281,2024-01-02 07:40:00,organic,desktop,6,508.2491458059396,0,0,3
sess_13099,user_3887,2024-01-02 07:53:00,organic,mobile,4,272.5718551487091,0,0,3
sess_5295,user_2455,2024-01-02 08:36:00,paid,mobile,9,95.9705474906994,0,0,1
sess_12802,user_4690,2024-01-02 08:54:00,referral,desktop,3,889.6137593796141,1,0,4
sess_5627,user_3953,2024-01-02 09:19:00,paid,tablet,5,360.1661975621478,0,0,2
sess_15605,user_4501,2024-01-02 09:43:00,direct,mobile,4,367.24943730965106,1,0,2
sess_3850,user_3336,2024-01-02 09:54:00,referral,tablet,6,43.65550187570589,1,0,6
sess_13125,user_3475,2024-01-02 10:25:00,social,desktop,2,119.67545959906884,0,0,4
sess_18519,user_1938,2024-01-02 10:36:00,paid,tablet,1,17.739009872256837,0,0,4
sess_13017,user_1232,2024-01-02 10:44:00,referral,mobile,7,172.98374193999632,1,0,7
sess_10875,user_459,2024-01-02 10:47:00,organic,mobile,6,290.32371681585727,0,0,1
sess_12355,user_3829,2024-01-02 10:57:00,direct,mobile,3,174.90510986859903,1,0,2
sess_10838,user_3849,2024-01-02 11:12:00,social,mobile,7,714.8624284041217,1,0,4
sess_2548,user_2766,2024-01-02 11:14:00,organic,mobile,3,175.6852423127939,0,0,4
sess_2267,user_782,2024-01-02 11:16:00,organic,desktop,6,201.32673532957253,0,0,3
sess_2873,user_3590,2024-01-02 12:25:00,paid,mobile,7,396.9009040361326,1,0,3
sess_9278,user_2496,2024-01-02 12:40:00,paid,mobile,6,130.62213627735693,1,0,2
sess_12414,user_316,2024-01-02 13:33:00,organic,mobile,10,80.90232455294509,0,0,1
sess_2713,user_4545,2024-01-02 13:53:00,organic,mobile,6,702.5091888180888,1,1,4
sess_12663,user_4001,2024-01-02 14:06:00,organic,mobile,7,225.51373218820004,1,0,2
sess_2425,user_2370,2024-01-02 14:39:00,social,desktop,9,556.7994841414201,0,0,4
sess_1753,user_4473,2024-01-02 15:08:00,organic,desktop,4,129.5765685725509,0,0,7
sess_11984,user_820,2024-01-02 15:16:00,social,mobile,6,376.0125425998814,0,0,2
sess_6052,user_555,2024-01-02 15:32:00,referral,desktop,5,96.40965057842976,1,0,2
sess_12305,user_2278,2024-01-02 15:38:00,social,desktop,10,317.2104172445393,0,0,1
sess_13336,user_3287,2024-01-02 15:44:00,organic,desktop,12,61.365357218277076,1,0,4
sess_6773,user_4073,2024-01-02 15:46:00,organic,desktop,10,133.36827437079097,0,0,7
sess_13109,user_2276,2024-01-02 15:54:00,direct,desktop,4,226.11313022416144,0,0,3
sess_14262,user_3271,2024-01-02 16:44:00,referral,mobile,10,295.06827276377834,0,0,4
sess_9993,user_3499,2024-01-02 17:40:00,organic,desktop,8,272.8198452697423,0,0,1
sess_5926,user_404,2024-01-02 18:08:00,organic,desktop,3,61.87022993163823,1,1,3
sess_16600,user_2828,2024-01-02 18:17:00,paid,mobile,4,251.29799008768177,0,0,3
sess_4899,user_4626,2024-01-02 18:17:00,organic,desktop,8,133.39977328719937,0,0,1
sess_14710,user_131,2024-01-02 18:26:00,direct,mobile,8,284.73015877444493,0,0,5
sess_12057,user_871,2024-01-02 18:32:00,direct,desktop,4,131.3023210527162,0,0,3
sess_13872,user_3067,2024-01-02 18:33:00,organic,desktop,6,511.9632459876172,0,0,5
sess_17653,user_4433,2024-01-02 18:39:00,direct,mobile,8,283.11080211105804,0,0,3
sess_7962,user_1924,2024-01-02 18:41:00,direct,mobile,5,168.4877814186871,1,0,0
sess_8641,user_694,2024-01-02 19:18:00,direct,desktop,5,21.572096898728827,1,0,4
sess_2775,user_1646,2024-01-02 19:54:00,referral,mobile,4,557.6830920720796,0,0,2
sess_18166,user_1581,2024-01-02 20:21:00,direct,desktop,5,541.4743335200603,1,0,1
sess_19060,user_3499,2024-01-02 20:29:00,social,mobile,6,21.859124403122053,1,0,4
sess_12987,user_2431,2024-01-02 20:33:00,organic,tablet,6,158.57435483226192,0,0,1
sess_1702,user_2468,2024-01-02 21:27:00,organic,desktop,8,873.5188194982497,1,0,4
sess_7316,user_775,2024-01-02 21:28:00,social,mobile,10,339.63898656648433,0,0,4
sess_14666,user_2077,2024-01-02 21:49:00,organic,tablet,4,151.84917821371585,1,0,4
sess_13724,user_3349,2024-01-02 21:57:00,organic,mobile,11,15.819693821568983,0,0,5
sess_10998,user_731,2024-01-02 22:51:00,organic,desktop,8,153.23925263975326,0,0,0
sess_5898,user_2662,2024-01-02 22:57:00,organic,desktop,8,157.48313600751263,0,0,3
sess_1197,user_4009,2024-01-02 23:15:00,direct,mobile,6,419.15465418886885,0,0,1
sess_7390,user_486,2024-01-02 23:33:00,referral,desktop,5,173.5572396353698,0,0,2
sess_2791,user_4620,2024-01-03 00:03:00,organic,desktop,4,97.75162829473265,1,0,3
sess_12771,user_4008,2024-01-03 00:14:00,direct,desktop,7,313.3615816552627,1,0,1
sess_3375,user_3052,2024-01-03 00:40:00,social,desktop,8,53.47493117309554,1,0,6
sess_3468,user_350,2024-01-03 01:17:00,organic,mobile,4,166.17995049286154,0,0,2
sess_4431,user_4478,2024-01-03 01:48:00,organic,desktop,4,0.24211991611773678,0,0,3
sess_2611,user_1993,2024-01-03 02:28:00,organic,mobile,5,153.03628320145572,0,0,5
sess_16337,user_3062,2024-01-03 02:35:00,social,desktop,4,377.3996770794446,0,0,4
sess_13448,user_1471,2024-01-03 02:47:00,direct,mobile,6,668.5862757958779,1,0,3
sess_3646,user_2878,2024-01-03 03:04:00,organic,mobile,6,259.32220459111045,1,0,4
sess_3233,user_685,2024-01-03 03:17:00,social,desktop,10,120.34670422039672,1,0,4
sess_19703,user_3771,2024-01-03 04:06:00,organic,mobile,4,40.67910376478738,0,0,4
sess_8860,user_2647,2024-01-03 04:41:00,social,mobile,5,23.179299351582046,0,0,1
sess_13798,user_2151,2024-01-03 04:58:00,organic,mobile,6,675.0569741660851,0,0,2
sess_3622,user_1950,2024-01-03 05:09:00,paid,desktop,9,154.2455921286535,1,0,2
sess_16897,user_1854,2024-01-03 05:31:00,organic,mobile,6,379.4289896873981,1,0,2
sess_3313,user_3410,2024-01-03 05:59:00,organic,tablet,8,61.74676154917373,0,0,1
sess_11238,user_4915,2024-01-03 06:16:00,social,desktop,3,168.72805091097044,0,0,2
sess_16137,user_259,2024-01-03 07:53:00,organic,mobile,5,114.95895907275622,0,0,2
sess_6100,user_3392,2024-01-03 08:23:00,paid,desktop,3,46.68845676729157,1,0,3
sess_13960,user_4902,2024-01-03 08:23:00,paid,mobile,9,625.3127573539841,0,0,5
sess_10110,user_367,2024-01-03 09:13:00,direct,mobile,5,485.9059562807223,1,0,3
sess_11945,user_1,2024-01-03 09:18:00,organic,desktop,5,447.7331422799621,0,0,2
sess_13496,user_3728,2024-01-03 09:20:00,organic,tablet,6,121.94789325353106,1,1,2
sess_4015,user_1236,2024-01-03 09:21:00,direct,mobile,9,348.0450400547424,1,0,3
sess_15541,user_99,2024-01-03 10:07:00,organic,mobile,6,24.668857862585394,1,0,4
sess_10284,user_3058,2024-01-03 10:14:00,social,desktop,4,358.32940652288585,0,0,3
sess_11191,user_813,2024-01-03 10:26:00,organic,mobile,6,1389.9581340491652,0,0,0
sess_1371,user_1487,2024-01-03 10:58:00,paid,desktop,5,16.520385514740166,1,0,3
sess_12349,user_4691,2024-01-03 11:07:00,organic,desktop,8,68.55120620994055,0,0,2
sess_3501,user_4308,2024-01-03 12:14:00,organic,mobile,8,210.9489829478878,1,1,4
sess_2277,user_3660,2024-01-03 12:40:00,referral,desktop,7,169.9066512497078,0,0,1
sess_8802,user_1452,2024-01-03 13:04:00,direct,desktop,6,90.19263446087757,1,0,4
sess_5096,user_987,2024-01-03 13:23:00,organic,desktop,6,308.6502040343653,1,0,3
sess_11931,user_4230,2024-01-03 13:24:00,direct,desktop,6,26.73577244674082,0,0,3
sess_15281,user_3149,2024-01-03 13:38:00,direct,desktop,6,492.2483239131907,0,0,2
sess_11849,user_804,2024-01-03 14:24:00,organic,mobile,5,45.045575631702,1,0,3
sess_18882,user_2658,2024-01-03 14:36:00,referral,desktop,11,201.5842764483121,0,0,4
sess_14099,user_3073,2024-01-03 15:00:00,direct,mobile,4,172.58781328231754,0,1,5
sess_6014,user_54,2024-01-03 15:15:00,organic,mobile,5,388.8450240080854,0,0,2
sess_236,user_4394,2024-01-03 15:16:00,organic,mobile,2,837.5930978017813,0,0,5
sess_1793,user_4254,2024-01-03 15:59:00,social,tablet,2,83.78399011440463,1,0,1
sess_17389,user_3844,2024-01-03 16:17:00,referral,tablet,3,22.603689818654907,0,0,1
sess_6264,user_3494,2024-01-03 16:20:00,referral,mobile,8,193.33224329148513,0,0,0
sess_3986,user_1500,2024-01-03 16:57:00,referral,desktop,7,726.5006627259112,0,0,3
sess_14413,user_2186,2024-01-03 16:59:00,organic,mobile,7,423.8879881928729,1,0,4
sess_15178,user_3359,2024-01-03 17:25:00,social,desktop,5,354.7273343060576,0,0,3
sess_18354,user_4330,2024-01-03 17:41:00,organic,desktop,9,271.41946717287396,0,0,3
sess_16589,user_3109,2024-01-03 18:09:00,referral,desktop,4,486.80542109555074,0,0,3
sess_11315,user_4049,2024-01-03 18:13:00,social,desktop,1,86.17879026463146,1,0,5
sess_8651,user_3581,2024-01-03 18:21:00,social,desktop,5,283.44633537457713,0,0,5
sess_6631,user_3826,2024-01-03 18:31:00,referral,mobile,5,34.323736783792086,1,0,3
sess_9103,user_2025,2024-01-03 18:35:00,paid,mobile,6,90.58359953325068,0,0,5
sess_11576,user_494,2024-01-03 18:42:00,organic,mobile,12,638.7828091441266,0,0,2
sess_15130,user_3572,2024-01-03 19:09:00,paid,desktop,5,171.513650592245,1,0,4
sess_19011,user_3804,2024-01-03 19:09:00,direct,desktop,4,539.7369778643797,1,0,3
sess_18380,user_3201,2024-01-03 19:32:00,organic,mobile,5,215.60179994414676,1,0,1
sess_12190,user_1061,2024-01-03 20:20:00,referral,mobile,3,12.080159731585447,1,0,0
sess_12170,user_2741,2024-01-03 20:25:00,paid,desktop,4,427.61113079470357,0,0,2
sess_12387,user_304,2024-01-03 20:28:00,direct,mobile,3,324.4796487659468,1,0,3
sess_9041,user_2932,2024-01-03 21:36:00,paid,tablet,5,357.1965094664249,0,0,0
sess_9116,user_3180,2024-01-03 22:06:00,referral,tablet,8,224.3376498667227,0,0,2
sess_15183,user_2636,2024-01-03 23:21:00,social,mobile,5,245.90730261482955,1,0,2
sess_6729,user_1954,2024-01-04 00:07:00,direct,desktop,8,408.74690853056285,1,0,5
sess_13130,user_3066,2024-01-04 00:47:00,paid,desktop,10,216.52329536233768,1,0,3
sess_16728,user_4731,2024-01-04 01:01:00,paid,mobile,9,211.67912254266864,0,0,1
sess_19497,user_955,2024-01-04 01:18:00,paid,desktop,3,192.16262063987216,1,0,1
sess_5752,user_4316,2024-01-04 01:42:00,paid,tablet,4,253.83834637440523,0,0,4
sess_2325,user_4692,2024-01-04 02:11:00,organic,mobile,9,11.817659924410048,0,0,3
sess_9193,user_1641,2024-01-04 02:31:00,organic,mobile,6,315.0916605785104,0,0,4
sess_5283,user_2487,2024-01-04 03:23:00,social,tablet,8,27.40352264743415,0,0,3
sess_2781,user_2388,2024-01-04 03:26:00,social,mobile,4,54.56574571928206,1,0,3
sess_11239,user_2601,2024-01-04 03:41:00,organic,desktop,9,17.57222574785043,0,0,4
sess_14508,user_1854,2024-01-04 04:34:00,organic,desktop,8,308.05582263066213,0,0,3
sess_8578,user_4005,2024-01-04 04:45:00,organic,mobile,3,1056.5899293426078,0,0,3
sess_5836,user_1108,2024-01-04 05:39:00,organic,desktop,6,15.197257743971473,0,0,5
sess_17120,user_4137,2024-01-04 05:56:00,referral,mobile,3,104.48391100594944,0,0,3
sess_12696,user_607,2024-01-04 06:03:00,organic,desktop,8,253.28573292731147,1,1,0
sess_6947,user_3508,2024-01-04 06:35:00,social,desktop,6,149.382196700867,0,0,1
sess_16578,user_1380,2024-01-04 06:46:00,organic,mobile,3,146.3760824211972,1,0,4
sess_17243,user_1446,2024-01-04 06:59:00,organic,tablet,6,66.39879790177805,0,0,3
sess_18087,user_3091,2024-01-04 07:18:00,referral,mobile,6,239.2126886443772,1,0,3
sess_13233,user_1782,2024-01-04 07:28:00,referral,desktop,5,244.11715244889567,1,0,4
sess_13623,user_2619,2024-01-04 08:51:00,organic,desktop,9,103.40203925625929,1,0,4
sess_12985,user_3272,2024-01-04 09:21:00,direct,desktop,9,173.74966576626232,0,0,2
sess_14550,user_1854,2024-01-04 09:44:00,organic,desktop,7,814.7040282659946,0,0,2
sess_8770,user_2237,2024-01-04 09:45:00,paid,desktop,6,21.133537636100634,0,0,3
sess_2053,user_2365,2024-01-04 09:49:00,paid,mobile,4,43.512880104627534,1,0,3
sess_7693,user_1480,2024-01-04 09:51:00,referral,mobile,2,281.43693489984577,0,0,1
sess_377,user_296,2024-01-04 09:57:00,paid,desktop,5,75.10285090033561,1,0,4
sess_5218,user_1507,2024-01-04 10:15:00,direct,mobile,5,1104.7905122305938,0,0,2
sess_7461,user_948,2024-01-04 11:14:00,organic,mobile,3,130.25854748047902,1,0,4
sess_5726,user_921,2024-01-04 11:23:00,paid,desktop,6,550.4256593171433,0,0,3
sess_11017,user_3005,2024-01-04 11:25:00,direct,desktop,7,617.0933183333343,0,1,3
sess_1657,user_2235,2024-01-04 11:31:00,direct,mobile,7,55.29487955020676,0,0,2
sess_2640,user_2297,2024-01-04 11:43:00,organic,desktop,4,117.86995826828644,1,0,6
sess_1879,user_4506,2024-01-04 11:50:00,paid,desktop,4,1404.4574329709606,1,0,5
sess_7868,user_1293,2024-01-04 11:57:00,paid,desktop,4,358.4438088355729,0,0,0
sess_7090,user_4257,2024-01-04 12:25:00,organic,mobile,6,1452.1771802700864,0,0,1
sess_13541,user_2830,2024-01-04 12:34:00,organic,desktop,5,573.079394121204,1,0,4
sess_11172,user_4444,2024-01-04 13:10:00,social,desktop,6,268.21193555162046,0,0,1
sess_12735,user_3116,2024-01-04 13:47:00,social,tablet,8,435.74811333270304,0,0,3
sess_14214,user_1826,2024-01-04 14:09:00,organic,desktop,7,392.826692785401,0,0,5
sess_1493,user_1253,2024-01-04 14:16:00,direct,mobile,5,76.53057749547979,1,0,3
sess_19684,user_4760,2024-01-04 14:57:00,social,mobile,6,399.99771469258826,1,0,4
sess_16027,user_1426,2024-01-04 15:03:00,paid,desktop,5,631.2021513505981,0,0,1
sess_10835,user_3412,2024-01-04 15:21:00,direct,desktop,6,263.1033896185491,0,0,4
sess_3380,user_4141,2024-01-04 15:26:00,organic,mobile,8,216.35399275611528,1,0,6
sess_16339,user_3685,2024-01-04 16:31:00,organic,desktop,2,634.0701053959966,1,0,2
sess_19714,user_3144,2024-01-04 17:12:00,referral,desktop,9,287.7131371212747,0,0,1
sess_2250,user_2709,2024-01-04 17:27:00,social,mobile,4,122.37145310049398,1,0,7
sess_9186,user_1866,2024-01-04 17:41:00,organic,mobile,10,610.0699001074289,1,1,4
sess_8716,user_4545,2024-01-04 18:34:00,social,mobile,2,54.05658322804932,0,0,3
sess_15594,user_3206,2024-01-04 18:44:00,social,mobile,5,17.28920740105012,0,0,2
sess_12381,user_3636,2024-01-04 18:59:00,organic,mobile,7,380.3510247603946,1,0,3
sess_11415,user_3358,2024-01-04 19:51:00,organic,mobile,10,72.26090690778918,0,0,3
sess_2646,user_129,2024-01-04 20:06:00,organic,mobile,4,655.0847694626797,0,0,3
sess_9096,user_379,2024-01-04 20:09:00,organic,desktop,8,595.7706035940744,0,1,3
sess_11122,user_4892,2024-01-04 20:11:00,direct,desktop,7,95.13860081532509,0,0,3
sess_12986,user_76,2024-01-04 20:14:00,organic,desktop,6,284.8423547359437,1,0,4
sess_1074,user_1903,2024-01-04 20:57:00,organic,desktop,3,31.952546175942224,1,0,2
sess_15441,user_683,2024-01-04 21:08:00,social,desktop,9,601.631085737351,0,0,1
sess_17514,user_1451,2024-01-04 21:17:00,paid,mobile,7,303.6207373511253,1,0,2
sess_19977,user_3486,2024-01-04 21:35:00,organic,tablet,4,366.24686803717475,1,0,2
sess_19339,user_1065,2024-01-04 21:50:00,social,mobile,8,239.9294472004845,0,0,2
sess_13706,user_2737,2024-01-04 22:15:00,direct,mobile,8,125.23576578258259,1,0,4
sess_15499,user_52,2024-01-04 22:17:00,organic,desktop,5,201.283313189737,0,0,0
sess_8747,user_1743,2024-01-04 23:20:00,organic,desktop,4,536.040402599665,1,0,0
sess_8248,user_2416,2024-01-04 23:35:00,organic,desktop,4,140.20717557240732,1,0,5
sess_17966,user_2064,2024-01-05 00:00:00,organic,mobile,9,32.477105848028245,0,0,2
sess_6618,user_4911,2024-01-05 00:37:00,organic,desktop,5,456.4994774452321,0,0,2
sess_17140,user_4828,2024-01-05 01:09:00,organic,mobile,6,321.56849474044833,0,0,1
sess_4000,user_965,2024-01-05 01:29:00,organic,mobile,9,105.17429493741125,0,0,3
sess_4814,user_3366,2024-01-05 01:36:00,organic,mobile,5,152.8472336000549,0,0,3
sess_16221,user_2786,2024-01-05 01:47:00,organic,desktop,5,542.4903374803283,0,0,2
sess_12401,user_3609,2024-01-05 02:46:00,social,mobile,10,261.9690956293873,0,0,2
sess_9351,user_3204,2024-01-05 03:06:00,paid,mobile,4,545.4056173439712,1,0,3
sess_16355,user_254,2024-01-05 03:32:00,organic,desktop,5,584.3570306525919,1,0,2
sess_4619,user_2382,2024-01-05 04:22:00,organic,mobile,5,50.25134127187731,0,0,1
sess_1553,user_4996,2024-01-05 05:04:00,referral,desktop,9,339.9632141332431,0,1,7
sess_9843,user_714,2024-01-05 05:24:00,referral,desktop,5,540.0079820494633,1,0,5
sess_2334,user_4778,2024-01-05 05:35:00,social,desktop,9,358.7496211966156,0,0,3
sess_14184,user_3838,2024-01-05 06:05:00,paid,desktop,4,249.48104732282832,0,0,6
sess_12079,user_882,2024-01-05 06:07:00,organic,desktop,8,605.9195758705547,0,0,3
sess_1794,user_2185,2024-01-05 06:12:00,organic,mobile,5,16.25584135760389,0,0,6
sess_7171,user_4514,2024-01-05 06:19:00,organic,mobile,6,19.311359730325023,0,1,4
sess_8865,user_4246,2024-01-05 06:34:00,direct,mobile,7,801.394588676583,0,0,2
sess_4423,user_441,2024-01-05 07:36:00,paid,mobile,4,280.99242839765026,1,0,1
sess_8043,user_4168,2024-01-05 07:36:00,organic,desktop,6,63.84798048576542,1,0,4
sess_12025,user_1241,2024-01-05 08:09:00,social,desktop,4,755.7997818155296,0,0,3
sess_4745,user_638,2024-01-05 08:30:00,social,tablet,4,355.6384391201422,0,0,2
sess_488,user_3620,2024-01-05 09:41:00,paid,mobile,5,636.5241466162554,1,0,3
sess_10580,user_4380,2024-01-05 09:45:00,organic,desktop,6,49.59338328415593,0,0,3
sess_1246,user_122,2024-01-05 09:52:00,social,mobile,7,388.2008665052752,1,0,2
sess_1885,user_2962,2024-01-05 10:12:00,direct,desktop,5,146.14256006257543,0,0,8
sess_1181,user_2494,2024-01-05 10:15:00,organic,mobile,9,99.50376712997263,0,0,2
sess_7531,user_3135,2024-01-05 10:58:00,social,desktop,3,79.69422510391885,1,0,1
sess_10732,user_1231,2024-01-05 10:58:00,direct,desktop,5,103.97060569658068,1,0,5
sess_2559,user_1508,2024-01-05 11:02:00,organic,mobile,7,65.17222007553637,0,0,5
sess_14163,user_4635,2024-01-05 11:25:00,social,mobile,8,34.402975333477535,0,0,5
sess_19517,user_2581,2024-01-05 12:16:00,direct,desktop,7,1091.2220060324182,0,0,5
sess_19408,user_799,2024-01-05 12:27:00,paid,desktop,4,285.7091562086721,1,0,3
sess_8516,user_1760,2024-01-05 12:36:00,paid,mobile,5,89.57113718208218,0,0,2
sess_4264,user_4084,2024-01-05 13:04:00,paid,desktop,6,410.6462234299955,1,0,5
sess_4175,user_950,2024-01-05 14:07:00,social,desktop,8,516.685490082937,1,0,1
sess_4325,user_1010,2024-01-05 15:38:00,referral,mobile,8,4.781382499852526,1,0,3
sess_1531,user_337,2024-01-05 16:33:00,paid,desktop,6,110.32208872373859,1,0,2
